Sat;Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
1;0;5;15.4;217.776164246;160.5
2;0;5;14.5;224.96275395;157.5
3;0;5;14.3;234.156673114;156.25
4;0;5;13.3;247.081632653;153.752212389
5;0;5;15.2;255.251243781;156.403669725
6;0;5;17.7;254.200166113;204.205240175
7;0;5;19.6;253.956989247;251.907079646
8;0;5;20.2;253.011589404;339.692982456
9;0;5;20.6;251.748355263;391.995670996
10;0;5;22.5;261.37889142;427.168141593
11;0;5;23.6;285.294996751;465.395555556
12;0;5;24.2;307.936931818;463.084507042
13;0;5;25.4;324.424581006;471.230088496
14;0;5;25.7;339.321314468;476.809734513
15;0;5;26.3;352.009946125;435.008849558
16;0;5;26.4;359.010246679;370.398230088
17;0;5;25.7;359.892544627;320.612068966
18;0;5;24.3;356.990275527;259.308370044
19;0;5;20.5;350.391475212;216.688596491
20;0;5;18.0;341.886183465;204.703539823
21;0;5;17.1;333.776505061;197.352422907
22;0;5;16.5;326.131254715;187.305676856
23;0;5;15.6;318.703236554;181.857777778
0;0;5;15.7;311.874519557;176.770562771
1;0;5;15.4;305.287956989;172.538793103
2;0;5;14.8;299.093070931;163.029535865
3;0;5;14.6;292.894541186;161.679487179
4;0;5;14.5;287.248080884;160.783549784
5;0;5;16.6;284.660010991;163.587234043
6;0;5;18.4;284.570124178;205.259574468
7;0;5;20.9;284.527362277;257.086956522
8;0;5;23.0;284.720743711;348.612765957
9;0;5;24.9;285.172401238;471.256410256
10;0;5;26.4;288.605349345;501.298701299
11;0;5;27.8;291.844210144;538.008547009
12;0;5;28.9;295.211433757;534.747863248
13;0;5;29.2;298.880672573;535.563559322
14;0;5;29.8;301.931781267;537.458515284
15;0;5;30.5;304.531565657;526.431623932
16;0;5;29.7;308.572766571;438.309734513
17;0;5;28.7;311.337175793;389.225531915
18;0;5;27.2;314.244824482;293.276595745
19;0;5;25.3;315.600754988;208.215859031
20;0;5;24.2;315.272743617;196.995708155
21;0;5;21.3;314.81127671;191.708860759
22;0;5;23.5;314.360996594;179.021551724
23;0;5;20.4;313.948405589;174.153508772
0;1;5;16.3;313.562936437;169.575757576
1;1;5;14.1;313.265353626;169.037815126
2;1;5;13.6;312.965301377;161.513043478
3;1;5;13.1;313.090795129;157.151515152
4;1;5;13.3;312.984769755;154.343220339
5;1;5;13.4;312.576441103;155.360515021
6;1;5;12.9;312.286532951;163.329113924
7;1;5;12.6;310.469208736;161.088495575
8;1;5;12.4;306.620745253;170.724576271
9;1;5;12.2;299.108722909;234.572052402
10;1;5;13.0;289.237540337;216.449579832
11;1;5;13.6;277.364726947;226.43231441
12;1;5;14.3;264.344265233;211.391489362
13;1;5;14.7;250.777100878;208.360515021
14;1;5;15.6;236.956256723;225.815450644
15;1;5;15.7;224.163203153;206.692307692
16;1;5;15.8;210.759584378;172.399122807
17;1;5;15.6;199.983703438;167.145833333
18;1;5;15.0;190.616568259;168.755458515
19;1;5;14.7;185.398710371;168.439130435
20;1;5;14.2;183.773182957;168.449781659
21;1;5;13.6;182.592619133;165.103448276
22;1;5;13.6;181.47767617;159.079831933
23;1;5;13.2;180.624932832;156.004347826
0;1;5;12.3;179.875201432;155.551724138
1;1;5;10.9;179.290905836;155.098712446
2;1;5;10.2;178.718150869;155.560869565
3;1;5;9.8;178.472854327;154.200854701
4;1;5;9.8;178.337750716;148.257383966
5;1;5;11.9;178.075201432;145.411016949
6;1;5;14.9;177.642806013;144.406779661
7;1;5;16.7;176.846071237;145.35021097
8;1;5;18.4;176.148803144;145.811965812
9;1;5;19.2;175.109006433;195.862222222
10;1;5;20.2;173.508941345;177.87037037
11;1;5;20.6;171.843267504;192.017021277
12;1;5;21.2;170.451578192;200.510548523
13;1;5;21.7;170.003944066;199.1
14;1;5;22.6;169.601255605;187.429752066
15;1;5;22.2;168.028295129;192.88362069
16;1;5;22.3;167.44052311;175.132478632
17;1;5;21.9;167.560307802;165.948717949
18;1;5;21.0;167.510569688;162.886075949
19;1;5;16.8;167.263506261;161.483050847
20;1;5;14.9;166.971408149;164.567099567
21;1;5;13.8;166.811718471;168.274678112
22;1;5;13.3;166.943382747;162.164556962
23;1;5;13.0;167.075384066;155.92173913
0;0;5;12.7;167.071989996;154.628820961
1;0;5;12.0;167.040393208;154.68487395
2;0;5;11.5;167.012142857;149.769911504
3;0;5;11.0;166.78645461;150.449152542
4;0;5;11.3;166.623794212;150.863436123
5;0;5;13.6;166.762526843;164.17721519
6;0;5;17.1;167.554482018;199.940425532
7;0;5;19.3;169.894058697;262.611814346
8;0;5;21.4;174.867394417;387.084745763
9;0;5;22.5;185.043112701;422.472340426
10;0;5;23.0;194.571964286;462.911894273
11;0;5;23.2;206.070932098;481.034632035
12;0;5;23.5;217.988050651;486.487394958
13;0;5;23.8;230.121611983;488.99137931
14;0;5;24.3;242.098930481;482.327659574
15;0;5;24.4;254.535784401;456.848101266
16;0;5;24.4;265.636233951;365.622881356
17;0;5;24.4;273.617468806;315.49137931
18;0;5;24.3;279.842368046;267.725321888
19;0;5;20.3;284.284796574;228.415584416
20;0;5;18.3;287.1559207;214.206896552
21;0;5;17.5;289.190535714;205.343220339
22;0;5;16.6;290.687131894;194.52173913
23;0;5;16.2;292.177805575;183.83982684
0;0;5;15.7;293.305699482;174.811158798
1;0;5;15.8;294.046241743;163.360515021
2;0;5;14.8;294.531987134;162.868644068
3;0;5;14.5;294.825187299;160.225531915
4;0;5;14.5;295.260838537;160.301724138
5;0;5;16.4;295.522459893;167.877637131
6;0;5;19.3;295.678787879;208.829787234
7;0;5;22.0;296.051158645;250.122881356
8;0;5;23.0;295.53164557;351.987068966
9;0;5;23.8;294.013559322;382.594827586
10;0;5;24.9;292.293288111;409.730769231
11;0;5;25.7;290.287573543;518.730941704
12;0;5;26.6;291.515979289;508.180257511
13;0;5;27.1;292.244996426;522.43776824
14;0;5;26.6;293.672503127;537.876068376
15;0;5;26.7;295.9615797;526.0969163
16;0;5;27.7;298.487647691;453.812765957
17;0;5;23.9;302.186392122;380.787234043
18;0;5;23.2;304.939513243;301.939914163
19;0;5;22.2;306.366141732;231.356223176
20;0;5;20.1;306.460822898;199.564655172
21;0;5;19.0;305.85313059;200.666666667
22;0;5;17.8;305.693271296;190.756302521
23;0;5;17.0;305.374195854;181.438818565
